ticket,signal_type,ema_distance,atr,tick_volume,body_size,wick_upper,wick_lower
9415514728,0,0.5001,1.14511,0.03,-0.00011084725291232722,0.0004507142857142567,2033.0,0.00013999999999980695,6.000000000017103e-05,0.0001500000000000945
