ticket,signal_type,ema_distance,atr,tick_volume,body_size,wick_upper,wick_lower,win,profit
57166874158.0,0.0,-0.5656905283904052,7.968571428571392,4285.0,2.569999999999709,1.3900000000003274,1.069999999999709,0.0,-4.0
